Clave;Clave Alterna;Descripcion;Categoria;SubCategoria;Modelo;Marca;Servicio;StockMin;StockMax;Precio Instalacion;Precio Compra;Precio 1;Precio 2;Precio 3;Precio 4;Precio 5;Mayoreo 1;Mayoreo 2;Mayoreo 3;Mayoreo 4;Mayoreo 5;Existencia
102151235;1235;FLEX DE CARGA XA1 ULTRA;TELEFONOS;FLEX;G3221 G3212 G3223 G3226;SONY;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102324937;1660;FLEX DE CARGA A50F/A50;TELEFONOS;FLEX;A505;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102552502;2502;FLEX DE CARGA   7G;TELEFONOS;FLEX;A1778;IPHONE;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102992506;2506;FLEX DE CARGA 6S IPHONE;TELEFONOS;FLEX;A1663 A1687;IPHONE;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102052606;2606;FLEX DE CARGA  P20 LITE  ;TELEFONOS;FLEX;ANE-LX1 ANE-LX3 ANE-L02 ANE-L22;HUAWEI;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102081427;1427;FLEX DE CARGA MOTO E5/ G6 PLAY;TELEFONOS;FLEX;XT1944;MOTOROLA;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102271111;2626;FLEX DE CARGA P SMART 2019;TELEFONOS;FLEX;POT-LX1 POT-L21 POT-LX3;HUAWEI;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102652528;2528;FLEX DE CARGA 8G;TELEFONOS;FLEX;A1863  A1907;IPHONE;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102326066;1227;FLEX MICRO Z5;TELEFONOS;FLEX;E6603 E6633 E6653 E6683;SONY;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102565101;1229;FLEX DE CARGA M4 AQUA;TELEFONOS;FLEX;E2303 E2333 E2353;SONY;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102324712;1417;FLEX 1 SIM CARD MOTO G3;TELEFONOS;FLEX;XT1541 XT1542;MOTOROLA;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
103360858;1419;FLEX SIM CARD MOTO G2;TELEFONOS;FLEX;XT1063 XT1064 XT1068 XT1069 XT1072 XT1079;MOTOROLA;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102659800;1420;FLEX DE CARGA MOTO G3;TELEFONOS;FLEX;XT1542 XT1543;MOTOROLA;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102692101;1634;FLEX DE CARGA S6;TELEFONOS;FLEX;G920;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102487520;1635;FLEX DE CARGA S7;TELEFONOS;FLEX;G930;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102450121;1636;FLEX DE CARGA S6 EDGE;TELEFONOS;FLEX;G925;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102958715;1638;FLEX DE CARGA NOTE 5;TELEFONOS;FLEX;N920;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102983659;1644;FLEX DE CARGA S5;TELEFONOS;FLEX;I9600 G900 G900A G900F;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102161646;1646;FLEX DE CARGA S8 PLUS;TELEFONOS;FLEX;G955;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102161647;1647;FLEX DE CARGA NOTE 8;TELEFONOS;FLEX;N950;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102291648;1648;FLEX HOME J5;TELEFONOS;FLEX;J500;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102291649;1649;FLEX HOME J7;TELEFONOS;FLEX;J700;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102291650;1650;FLEX HOME J7 PRIME/ON7 2016;TELEFONOS;FLEX;G610;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102291651;1651;FLEX HOME J5 PRIME/ON5 2016;TELEFONOS;FLEX;G570;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102131653;1653;FLEX HOME J7 2016;TELEFONOS;FLEX;J710;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102151654;1654;FLEX HOME J5 2016;TELEFONOS;FLEX;J510;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102271655;1655;FLEX DE CARGA S8;TELEFONOS;FLEX;G950;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102091658;1658;FLEX DE CARGA A20 ORIG.;TELEFONOS;FLEX;A205;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102324938;1661;FLEX  MICROFONO J4  ;TELEFONOS;FLEX;J400 J330;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102324757;1662;FLEX DE CARGA S9;TELEFONOS;FLEX;G960;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102324755;1663;FLEX DE CARGA S9 PLUS  / G965F/N_REV 0.8;TELEFONOS;FLEX;G965F/N_REV 0.8;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102324756;1665;FLEX DE CARGA A10 ORIG.;TELEFONOS;FLEX;A105;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325473;1670;FLEX MICROFONO J8;TELEFONOS;FLEX;J810;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102325220;1671;FLEX CENTRAL NRO. 2  A50  DE CARGA;TELEFONOS;FLEX;A505;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102324809;1673;FLEX DE CARGA A70 ORIG.;TELEFONOS;FLEX;A705;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
103360859;2302;FLEX DE CARGA V6;TELEFONOS;FLEX;V6;ZTE;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102350160;2303;FLEX DE CARGA V6 PLUS;TELEFONOS;FLEX;V6 PLUS;ZTE;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102552501;2501;FLEX DE CARGA 7G PLUS;TELEFONOS;FLEX;A1661;IPHONE;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102552503;2503;FLEX DE CARGA 6G;TELEFONOS;FLEX;A1549  A1586;IPHONE;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102552505;2505;FLEX DE CARGA  5S;TELEFONOS;FLEX;A1453 A1457 A1530;IPHONE;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102302508;2508;FLEX HOME 5S BLANCO;TELEFONOS;FLEX;A1453 A1457 A1530;IPHONE;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102302509;2509;FLEX HOME 6S/6S PLUS NEGRO;TELEFONOS;FLEX;A1633 A1688;IPHONE;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102302510;2510;FLEX HOME 6S/6S PLUS BLANCO;TELEFONOS;FLEX;A1633 A1688;IPHONE;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102012513;2513;FLEX HOME 6G/6G PLUS BLANCO;TELEFONOS;FLEX;A1549  A1586;IPHONE;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102012514;2514;FLEX HOME 6G/6G PLUS NEGRO;TELEFONOS;FLEX;A1549  A1586 A1522 A1524;IPHONE;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102132517;2517;FLEX HOME 7G/7G PLUS BLANCO;TELEFONOS;FLEX;A1660 A1661;IPHONE;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102132518;2518;FLEX HOME 7G/7G PLUS NEGRO;TELEFONOS;FLEX;A1660 A1661;IPHONE;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102132604;2604;FLEX POWER Y VOLUMEN Y6 2018;TELEFONOS;FLEX;ATU-L11 ATU-L21 ATU-L22 ATU-LX3;HUAWEI;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102179532;2607;FLEX HOME CON LECTOR DE HUELLA P20/P20 PRO NEGRO;TELEFONOS;FLEX;EML-L29  CLT-AL01;HUAWEI;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102092608;2608;FLEX DE CARGA P10;TELEFONOS;FLEX;VTR-L09 VTR-L10 VTR-L29;HUAWEI;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102324745;2609;FLEX DE CARGA MATE8/MT8/MATE 8;TELEFONOS;FLEX;NXT-L09 NXT-L29;HUAWEI;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102324746;2610;FLEX DE CARGA Y6 2018;TELEFONOS;FLEX;ATU-L11 ATU-L21 ATU-L22 ATU-LX3;HUAWEI;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102324720;2611;FLEX DE CARGA MATE20 PRO/MT20 PRO/MATE 20 PRO;TELEFONOS;FLEX;LYA-L09 LYA-L29;HUAWEI;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102091689;1689;FLEX DE CARGA S9 PLUS /G9650_SUB_REV0.7L;TELEFONOS;FLEX;G9650_SUB_REV0.7L;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102050150;1698;FLEX CENTRAL BATERIA A20S (M14);TELEFONOS;FLEX;A207;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102061684;1684;FLEX DE CARGA A7 2018;TELEFONOS;FLEX;A750;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102061686;1686;FLEX POWER VOLUMEN  A20;TELEFONOS;FLEX;A205;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102979413;79413;BOTON HOME J500 BLANCO;TELEFONOS;FLEX;J500;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102337826;1101;FLEX DE CARGA G7/G7 THINQ;TELEFONOS;FLEX;G710 G710EM G710PM G710VMP;LG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102061426;1426;FLEX DE CARGA ONE VISION;TELEFONOS;FLEX;XT1970;MOTOROLA;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102061674;1674;FLEX DE CARGA A9 ORIG.;TELEFONOS;FLEX;A920;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102061675;1675;FLEX DE CARGA A10S ORIG. (M16);TELEFONOS;FLEX;A107;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
105061677;1677;FLEX CENTRAL A30S ORIG.;TELEFONOS;FLEX;A307;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102061678;1678;FLEX DE CARGA A80 ORIG.;TELEFONOS;FLEX;A805;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102061681;1681;FLEX DE HUELLA A70;TELEFONOS;FLEX;A705;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102062619;2619;FLEX DE CARGA P30 PRO;TELEFONOS;FLEX;VOG-AL00;HUAWEI;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102071688;1688;FLEX CENTRAL NRO. 1  A50 DE LA PANTALLA;TELEFONOS;FLEX;A505;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102088553;2304;FLEX DE CARGA V9 VITA;TELEFONOS;FLEX;V9;ZTE;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102101690;1690;FLEX DE CARGA A51;TELEFONOS;FLEX;A515;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102101692;1692;FLEX MICROFONO J6/J8;TELEFONOS;FLEX;J600 J800;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102101428;1428;FLEX DE CARGA MOTO E5 PLUS COPIA.;TELEFONOS;FLEX;XT1924;MOTOROLA;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102111429;1429;FLEX VOLUMEN Y POWER G7 POWER;TELEFONOS;FLEX;XT1955 M3C93;MOTOROLA;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102112620;2620;FLEX DE CARGA Y6 2019;TELEFONOS;FLEX;MRD-LX3;HUAWEI;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102112621;2621;FLEX DE CARGA Y6-2/Y6 2;TELEFONOS;FLEX;CAM-L03;HUAWEI;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102639652;2527;FLEX DE CARGA 6 PLUS;TELEFONOS;FLEX;A1522  A1524;IPHONE;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102989562;2622;FLEX DE CARGA Y7/ Y7 2017;TELEFONOS;FLEX;TRT-LX3 TRT-LX1;HUAWEI;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102323569;2623;FLEX DE CARGA P30 LITE;TELEFONOS;FLEX;MAR-LX1 MAR-LX2 MAR-AL01;HUAWEI;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102565247;2624;FLEX DE CARGA MATE 10 PRO / MT10 PRO;TELEFONOS;FLEX;BLA-L09 BLA-L29;HUAWEI;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102271105;1694;FLEX DE CARGA S6 EDGE  AA;TELEFONOS;FLEX;G925;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102271106;1695;FLEX DE CARGA A31 ORIG.;TELEFONOS;FLEX;A315;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102271107;1696;FLEX PRINCIPAL BATERIA A20;TELEFONOS;FLEX;A205;SAMSUNG;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102271108;1431;FLEX HUELLA G7 PLUS;TELEFONOS;FLEX;G7;MOTOROLA;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102191254;1432;FLEX DE CARGA G9 PLUS;TELEFONOS;FLEX;XT2087;MOTOROLA;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102191233;1433;FLEX DE CARGA G8 / G8 PLUS / G8+;TELEFONOS;FLEX;XT2019;MOTOROLA;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102211226;2627;FLEX PRINCIPAL DE BATERIA Y8S;TELEFONOS;FLEX;JKM-LX1;HUAWEI;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102151421;1421;FLEX DE CARGA G9 / G9 PLAY;TELEFONOS;FLEX;XT2083;MOTOROLA;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
